80863,ferruchini,54,15,114807,229
83966,ArHeim,45,11,72178,295
87568,taisapu+54,79,25,170220,164
89126,Hachassinparar,0,1,463,667
95264,cazorla,80,54,375286,53
97846,ferfi%C3%B1o,0,1,436,669
119743,Myto,0,1,596,653
123364,brakes,0,1,3185,536
128703,Starry,0,1,265,696
130784,Erlyns,38,11,41643,342
137431,jonni,27,28,208822,128
141108,Fran99,22,1,160,727
144527,paular,0,1,2570,559
145122,Bobby+Fischer,32,48,415867,42
149078,jonas77,20,3,24781,380
149302,ferrari3,22,4,17309,403
150754,MagicTopo,20,14,103777,250
153216,arriaza,27,33,223508,115
156480,tetitet,79,29,248320,101
182449,Mexico+3000,22,0,0,903
184307,estereo,135,2,3014,544
186634,amangua,54,9,50280,326
187382,lord+urrik,0,1,26,803
189413,-Killua+Zoldyck-,32,38,330137,61
193545,MMansillaLF,32,25,186400,145
197846,rokiller,0,1,68,761
201700,UNOKEVA+ANDANDOR,22,5,16813,405
202091,Victorgm,32,14,113858,232
202835,bymuchi,45,25,158005,179
222751,davidx,54,7,62841,303
238040,sari%C3%B1ena,60,1,3753,523
240304,Wadasa,54,26,184429,146
247494,Sekram,0,2,5819,482
247981,rap.ale.11,79,18,172643,161
252330,coe81,0,1,284,693
253428,laucharo,27,19,111847,237
262910,ovidio+de+roma,33,1,682,643
264488,Juanra.,79,14,98970,256
265281,Marques+de+Riscal,12,1,2303,567
266664,bramdalar,117,0,0,904
267903,kikedecay,0,0,0,905
277740,Dappuk,0,1,26,804
278359,MARTIN+KING,80,8,34346,359
286637,barbarisimo,117,0,0,906
294778,Zakex,0,1,1579,588
302869,getafuen,98,14,112518,234
311533,mikelker,165,1,74,758
312708,sppedtriple,22,1,1120,619
316717,TUPAC,38,11,43794,338
319658,RINDAS,12,1,49,780
321281,rulas007,0,0,0,907
325679,Harrihari,13,35,257897,94
327309,Luysen,80,7,30353,368
335655,AFRODITA61,0,1,26,805
347247,1el+dragon1,79,16,129660,210
371560,guijosa,80,3,13138,424
373602,CaDZGon,98,13,123387,218
382814,Nelko,0,1,26,806
384620,nico555,80,5,26356,378
387490,Daturaferox,0,1,410,676
389855,Capit%C3%A1n+meliodas,2,1,4917,499
391222,ArtkingNew09,0,1,162,725
409970,El-pillo,0,1,26,807
414455,THE-HERO,38,4,8500,454
443007,DBGC,0,1,431,670
449420,samu+el+crak,117,0,0,908
460649,angelo4435,60,1,528,658
492721,menwer,13,77,671287,5
506610,TRIGON+I,80,11,88725,271
507321,El+monje,98,4,26106,379
531777,tumarguce,22,0,0,909
537774,Samuel+001,13,33,256388,98
550454,WARBLUE,9,1,1444,598
553065,LokoMigu3,27,46,438397,35
557517,villa+de+paso,0,1,38,792
572504,sir+elidan+dj,0,1,2859,549
577826,AlVaro+IX,105,7,33741,362
629297,perzas,198,1,2959,546
656147,paramo2,0,1,50,777
663520,satania64,36,2,5197,494
665308,sr.burns920,27,26,151433,189
666419,elbonekud,22,1,4179,516
685863,medievolo,158,1,1522,593
689953,ga%C3%B1anes,27,21,133050,205
693730,carxeros,54,5,22659,387
699115,gran+batalla,12,0,0,910
701464,mafiu35,98,4,30958,365
708726,guabeto,0,1,1166,612
719468,sakataka,0,1,5494,486
724297,Mario+Labin,79,8,50738,323
731119,THORSEN,229,1,108,743
740471,BSR+Metal,32,18,120802,223
748151,hectorleo,22,1,855,632
754062,Sergiam,0,0,0,911
757963,vifalodu,20,9,85786,275
764820,leisman,0,1,1451,597
769012,lokdavid,79,13,75909,292
781658,jjert,98,11,92017,266
783798,TheMarine,12,1,3562,527
786529,serrajserra,223,1,26,808
804111,Poni+is+back,80,9,59640,305
828252,javilou,0,1,4125,517
828973,jesus67,98,10,54241,314
835134,nickcapov,54,13,97010,258
837378,zaikoman,32,34,264445,89
843253,VALEZKA,135,2,6584,470
848882,castardo,27,67,583765,16
862424,Black+Buc,79,19,158274,178
862456,Dasteo,32,23,144769,195
865857,azrael-k,38,1,7105,465
866900,alexran,22,5,16766,406
875478,nznznz,0,1,1430,599
891173,CaPiTaN+ClOw,0,1,26,809
904592,josetxuleton05081977,98,11,93838,262
911726,Nabucodonosor17,12,1,469,666
912352,GuerreroPlata,20,6,44847,334
912799,condeplebeyo,12,2,8208,457
929857,xamus81,32,24,187794,144
931423,gogoman7,0,1,26,810
933357,d3byan,32,68,550185,17
934653,-Xiki-,79,37,279933,81
940005,xirivella,79,17,118922,224
944051,Toxic,32,31,212705,125
946962,luichis,0,0,0,912
949693,jeiskill,135,1,727,639
951401,novatius,53,1,3203,535
965211,Cabe-22,2,1,4617,503
967045,APU+BADULAQUE,248,4,22435,388
970286,-Naruto-,31,1,1181,613
975475,Aubriel,80,25,194577,137
978034,Sven+el+Protector,0,1,1576,589
987383,nicolasedu76,0,0,0,913
992825,las+dalias,2,3,9654,442
1009265,Reey+Ragnar,27,22,155723,184
1013969,Lwliet,0,1,46,788
1021247,afortunado,32,5,26928,377
1022078,rata123,0,1,26,811
1022419,PAPI+1,45,30,206509,129
1028035,CHEVY+LUCAS,12,1,6580,472
1029569,iker10,79,24,191466,143
1040712,pevicorsa,12,3,8801,451
1041417,Mojito,13,75,548857,19
1043263,apirm,38,11,28628,374
1050151,jaimerus,13,51,393606,46
1075536,MoChonk,13,44,297142,75
1079185,anna+bolena,0,1,26,812
1091882,ina21,45,45,333182,59
1096810,Magnetom,127,1,800,635
1097072,milrayita,98,12,105311,248
1099107,R2D2,98,12,93375,264
1105744,mrzonyy,0,6,16271,408
1107872,Zephyroas,27,34,323374,64
1132628,PADRIGOD,45,37,268386,87
1139497,alloza14,0,0,0,914
1146818,tolteka,0,3,11814,431
1148395,ortegadies,0,1,79,754
1152489,Revolut,27,21,156429,183
1169034,Vanquished,13,72,592709,13
1172964,AZTK.Pacheco,201,1,242,701
1173630,il+capii,45,11,54102,315
1178523,Vendaval+Hispanico,80,20,146122,192
1184145,jose553,6,1,1533,591
1184231,zergswarm,0,1,78,755
1186212,Rey+Robe,22,7,19177,397
1193040,Pain,98,7,65255,302
1201926,The+Flying+Dutchman,79,16,80728,279
1203157,JAM+037,0,1,1490,594
1216380,zecarlo,60,1,382,680
1227210,Dro0ope,79,30,184278,147
1229744,Franz+Buonatarta,13,59,524088,23
1233834,Lady+La+Hoya,98,12,89891,269
1250533,Ra31,0,1,26,813
1259861,Teyla,231,0,0,915
1264484,dasomar,0,1,26,814
1265225,Sonny+Jr.,54,20,90829,267
1267847,pepeca,91,0,0,916
1280418,garflag,45,22,124383,216
1299883,maderig,32,32,224786,112
1310137,PASAPA,45,24,191276,141
1314714,leonidas633,98,2,14641,415
1316596,caballero+guerrillero,0,1,130,735
1317137,raper96,3,0,0,917
1320170,BSR+Chemamecha,54,7,57136,309
1321682,darkmatius,54,7,46256,331
1325175,Sir.+Juanjo,134,1,4025,519
1344475,xina+1,117,1,275,694
1344786,munu95,54,6,27119,376
1351573,xpopex,54,5,24690,381
1390210,Thibaut+Courtois,32,53,436725,36
1393257,aaglaee,27,26,191498,140
1403863,UnTioNormal,109,18,59278,307
1405084,MawaNz,2,4,9526,443
1406307,bandierita,45,26,135092,202
1415537,-+L+o+Q+u+i+L+L+o+-,0,1,38,793
1415810,Citizen,80,8,50581,325
1419343,Serhenna,0,1,976,624
1420391,xd-1,32,72,665585,8
1423677,CASTONIKITA,0,1,166,724
1424124,somhidoncs,80,4,32664,364
1430921,BSR+Centa,0,1,26,815
1434418,Viking-Tyr,0,1,328,686
1435337,Perua7,27,1,10014,439
1445467,Zofe%40,2,0,0,918
1451906,Maese+Zippo,0,1,340,685
1456897,el+zorro2,0,1,423,675
1466469,flomar,0,1,4073,518
1470110,OPer,197,1,3903,522
1472448,VICTORIO2011,0,0,0,919
1474935,Hephaisto,0,1,431,671
1476089,lykorz,0,1,48,782
1476356,AUSENTE33,261,0,0,920
1479932,Sir+Franji,0,1,28,797
1483240,infernal2,45,46,384640,48
1490419,REVELL,0,1,1248,608
1491798,pluton1,45,16,107466,245
1498879,aitor1122,80,61,462747,31
1499631,-Lord+Baphomet-,54,9,77542,287
1501353,JoseJuang,117,1,899,630
1514905,meljta,27,12,106419,247
1515545,GoD97,0,0,0,921
1516949,Franfor86,45,16,96569,260
1525913,Rodrigo+Goes+Es+Iran%C3%AD,0,1,26,816
1531809,mojoyoyo95.,80,11,35504,353
1543507,TaTaMartino,22,1,7034,466
1546340,TuSSi+PoTe,2,3,14179,417
1549959,SyaoranLee,0,3,965,625
1550162,rolo+parse,0,1,1939,575
1550750,chivuuaa,38,14,67539,301
1550947,Oveja+saltarina,32,24,181896,151
1552275,zairo,0,1,6044,477
1563523,sergioportero,0,1,42,790
1563960,fermin,0,1,630,650
1564927,hardwell,248,1,2579,558
1565448,Martiita,0,1,1122,615
1577430,Boss+MORIBUNDO,80,29,178500,157
1577451,Damn,98,11,80048,281
1579889,Hamazazpi,14,1,696,641
1584104,akily,0,0,0,922
1589949,saladino,79,16,107740,244
1592344,DarkLegend,32,90,671209,7
1592617,Einheri87,0,0,0,923
1592779,Persiquitore,0,1,26,817
1595726,-xyc-,0,1,431,672
1597818,desde+mi+cielo,98,10,55759,312
1598619,XanZeekktor,20,7,42689,340
1600593,liske,0,0,0,924
1606078,Thor11,12,1,5235,492
1606106,Ciobi,13,64,492282,28
1611699,C1D+CAMP3ADOR.,54,33,277595,83
1611988,Cograt,45,39,250456,100
1613254,iAndtonio,0,1,26,818
1613388,sLoVeXx,0,1,26,819
1617877,Baalcells98,13,36,296907,76
1618145,maxi96,0,2,10844,435
1619606,OLGUEITOR,105,7,18481,399
1620497,Reddas,38,12,39254,345
1620964,Nicosta,0,1,26,820
1624952,Sandman,27,22,116690,227
1628375,pankistan,0,0,0,925
1629978,Huepjr,38,10,40407,343
1630663,lucesita,54,11,46184,332
1638669,buko,54,7,44015,336
1639790,tin2013,165,3,7847,459
1645211,luzbelito69,12,3,8429,455
1651308,-TEMPLAR-,98,11,77738,286
1652831,matimir,12,1,154,729
1653036,dani1812,79,16,131639,208
1660298,GalindoDev,27,23,168667,166
1669627,Vicious,208,6,30280,369
1673222,INQUISICION,219,2,5197,495
1675808,Kalima,45,31,242600,103
1677446,Devil+Jim,0,1,219,705
1679592,Feferovic,253,3,14026,419
1679961,jhonnas,54,12,79967,280
1682534,hockz,208,20,118193,225
1682674,La.Mota,22,1,26,821
1691091,medyna14,1,1,2371,566
1695158,maciel.es,0,1,26,822
1695175,Sh0ck.,80,34,202174,133
1695345,elsudri,27,4,8925,450
1696964,joan250,98,10,68202,298
1699710,Julio.Ceesar,0,1,26,823
1700496,Akka,54,7,59301,306
1701153,pasanlu,213,6,9880,441
1706374,urko52,0,1,480,663
1707975,MorCloud,12,1,56,772
1709215,ReeduS.,0,1,26,824
1712127,XxxX13,0,1,118,740
1718081,alekilates,248,1,2443,563
1718539,Carlito+Brigante,80,24,177601,158
1721928,focs,0,0,0,926
1722419,Don+Cami%C3%B3n,79,25,225611,110
1723176,LITANIRIVER,128,1,2065,570
1724130,hexahidratado,54,8,48182,329
1727458,HATOS+VEINTINUEVE,0,0,0,927
1727699,B4LL3ST3R,0,0,0,928
1731373,gru4.,32,40,320892,65
1734443,nicko917,22,4,15694,409
1736828,traspie,13,27,165204,172
1737351,titorete,0,1,29,796
1743654,nafglari,0,1,26,825
1745999,-+S+P+A+R+T+A+N+-,27,11,76542,290
1747627,glarius,117,1,2638,557
1747712,-+L+O+B+I+T+O+-,27,15,93803,263
1748648,Se%C3%B1ora+BarbY,98,9,53697,317
1749417,Izaya,0,1,1403,600
1749444,pistachos,13,31,243248,102
1749963,JOAOpereira,0,1,636,649
1751219,BigHeart,0,0,0,929
1762371,A+COP,54,5,23811,386
1762817,jamap,98,14,128794,212
1766388,Xaniro,2,3,13865,421
1774259,Se%C3%B1or+Bellator,13,39,317456,67
1776293,AnitaDinamita,263,1,120,739
1777202,speero+as,0,1,68,762
1783692,sarius,98,14,108550,242
1784555,SAYKO,0,1,4383,507
1790251,What+Da+Faq%3F,109,80,712903,4
1796437,Sr.Farmer,22,1,4528,506
1810477,Helaric,27,49,341123,58
1813386,destri92,98,1,4263,512
1819308,NEFERTITI,128,1,2728,554
1820634,.SrPablo.,0,0,0,930
1820940,eltitoraul,98,21,157810,180
1821118,asterix,0,0,0,931
1827900,Marley,13,37,268374,86
1833730,tony+montanaa,13,96,769174,2
1837837,Laura123,0,1,201,711
1842087,Karenis,0,1,26,826
1843102,Artanis,98,10,88445,272
1845090,Elorrixo,0,1,1216,609
1847446,Miatorii,0,1,26,827
1849850,CCF.,109,22,165942,170
1851914,gallipoli,9,3,5272,490
1854568,XDarkito,13,46,331476,60
1854680,Baned.,0,1,26,828
1855507,kaballoking,54,5,28746,373
1856794,Matalocazo,32,38,329434,62
1858260,ACTV.1,105,1,26,829
1863997,Chinin,98,15,128333,213
1878804,blanco+y+negro,215,8,38097,348
1880635,pokopelo...,74,1,7009,468
1880702,%2AnEcRo%2A,27,29,202224,132
1886945,Baayul,0,0,0,932
1887375,LA+CUEVA+DEL+OSO,0,1,47,787
1887462,Godlike+is+here,0,1,26,830
1888291,granjeo,13,38,313583,70
1891510,Angel+Food,105,7,17796,401
1893225,zesick,54,14,108770,241
1894149,templario76,54,5,34990,355
1895629,TuLiYa,105,6,18037,400
1896176,Zopp.,27,25,152809,188
1897377,Mc04,27,5,23975,383
1897998,Lord+Kym,135,1,1390,601
1908624,LordCri,165,1,4187,515
1909023,F.A.L.,98,12,78554,285
1910557,MMaza,60,1,530,657
1911553,Overground,13,69,503903,26
1915106,StormBreaker,13,29,270383,85
1918747,Focus.,0,1,26,831
1921203,FYD7,0,11,30599,367
1922194,examiga,168,1,347,684
1922514,Giovas%2A,80,1,9150,447
1922589,November+Rain,38,8,37759,349
1922952,Tolo,0,1,26,832
1933907,josepereira,1,1,208,707
1936831,Shadown+Exile,32,119,925493,1
1938559,iKniTes,109,1,9969,440
1939848,DaenerysThargarien,18,1,3971,521
1940858,BnkDragon,27,26,209178,127
1941136,Murcatto,98,11,86897,274
1942526,DoctorViolento,204,2,1962,573
1943660,Lucifertxo,165,0,0,933
1943768,metalero20,0,1,2781,552
1946545,evilthenight,22,1,3732,525
1946933,Se%C3%B1or+DONOVAN,98,20,147475,191
1947487,-Miky+Woodz-,2,1,4281,510
1951509,Inception,13,56,383082,49
1951772,Arnasa,22,7,23987,384
1958184,CoCoDryLoo,232,0,0,934
1958617,Clearco,98,6,51179,321
1959159,Samsonita,0,0,0,935
1959710,lordlui,27,17,98963,257
1960055,rubenhg,0,1,922,629
1963398,peix,22,4,15297,411
1964159,NULL,27,29,218621,118
1964787,BSR+Magis3,45,30,182078,150
1967572,xANUBISx,0,1,26,833
1968000,-Lobo+Blanco-,22,1,753,637
1969642,CHANCA,0,1,187,717
1969944,TocToc,27,26,164026,173
1970276,mac2mac,0,1,745,640
1970463,anuki,2,3,8520,452
1970708,Sorelina,0,1,645,651
1974873,Yanyi.,38,14,104941,249
1979860,Se%C3%B1or+tutin,54,22,179424,154
1980085,Trundle,98,5,29884,371
1980091,barbarizador,45,27,126088,215
1980128,jhaican,38,3,9198,446
1981490,BigJoKeR13,13,58,478509,29
1982595,Harloy,109,80,636470,10
1986226,FRAN+de+los+bloques,22,1,1904,576
1986910,Artemisa+semidan,79,17,117285,226
1986927,KillerRarts,45,15,67460,300
1987940,Shoot,27,21,200306,136
1989696,Zannedar,215,0,0,936
1992450,Mvdp,98,12,106897,246
1993222,Amuchalipsis,0,1,26,834
1993684,Mola,45,10,75196,294
1994330,cleionabellos,79,8,20804,395
1994337,Lucas+the+duck,242,2,9220,445
1994769,erduke29,54,6,54083,316
1994940,Kolomodro91,2,1,105,744
1995172,Pinut,80,17,160262,176
1995173,Jhex,79,17,157691,181
1996908,Reginense2,98,26,166301,169
1998540,Misaki,80,13,111917,236
1998599,-.Kenny+McCormick.-,45,38,299031,74
2000376,RodMar89,0,1,1375,602
2000812,Ternasco,3,7,16462,407
2001043,javiervp1500,0,1,26,835
2002238,KIO.KAPODIPELS,0,1,26,836
2004903,estallos,27,40,260138,90
2005475,goe7,0,2,10775,437
2008454,darkito69,54,5,34127,361
2010115,canmu,54,11,77151,288
2010755,Pachulia13,0,1,26,837
2011248,FIRULAIS105,27,23,183252,149
2011559,alextzurisk,0,1,56,773
2013143,JackD,13,44,315593,68
2013205,lleixg,98,8,76541,291
2014236,joker666,0,1,841,634
2015768,Electro814,13,42,302706,73
2020623,noisyboypran,45,32,174910,160
2022552,Atlas,98,28,190836,142
2025956,Jahr,80,9,54720,313
2027527,Edward+Newgate,32,50,416673,40
2028057,Tibalt,0,1,99,747
2028170,LPB96,13,45,318928,66
2029109,Loganh,0,1,6072,476
2030151,Se%C3%B1orLuisHdez,12,1,949,626
2030558,Se%C3%B1or+pajita,0,1,5903,480
2030750,C1D+CAMP3ADOR,79,32,265962,88
2031095,SmithB,38,2,10799,436
2032066,RenacerHica,38,15,96241,261
2033445,gebusamdp,0,0,0,937
2034053,Sf3r,0,1,26,838
2034910,vengador+perro,187,1,1810,580
2034967,Perchita.,0,0,0,938
2036604,Holy,0,1,26,839
2036967,El+Maracas,32,48,423327,39
2038837,lordalvaro76,0,1,76,756
2041768,Macron,0,1,4001,520
2042518,capdeporc37,13,32,214301,124
2043077,BSR+Riikii22,32,14,126224,214
2045479,Tinituus,27,26,143679,197
2045489,Mr+Nobody,13,41,288476,80
2045759,Akela,32,21,183710,148
2048251,Srta+Darky,13,70,549789,18
2048893,COSOC,0,0,0,939
2051496,ClashRoyapan,0,1,26,840
2053673,Tanatos,32,31,154246,185
2054225,KuentinJr,0,0,0,940
2054684,Juanjo63,0,1,26,841
2055242,Aaron008,0,1,2508,561
2055243,Blankiking,2,1,46,789
2055445,Lobo-alpino,0,1,1479,596
2055885,Dornroschen,27,39,238207,105
2055973,mike22,142,1,779,636
2057689,Kyuma,0,1,64,766
2057827,Boticu,0,1,842,633
2059008,m.portugal,0,0,0,941
2059063,Reina+Walkyria,54,18,157636,182
2060085,efrenin,0,1,26,842
2060223,Davilun,0,0,0,942
2060287,Srto+ibann33,13,50,414541,44
2061432,Lele+SF,80,66,492104,27
2062192,Grafo,27,18,113631,233
2062753,marmar65,0,1,1648,585
2062776,CaJaA,22,1,260,697
2068969,Babs77,0,1,2895,548
2070356,jositoatm,0,0,0,943
2070424,rubiales555,0,1,51,776
2070562,Blue,117,1,2067,572
2070753,ManuCarp22,0,1,26,843
2070871,jeea,248,0,0,944
2071214,solovisa,3,1,3246,534
2072050,caldel00ko,54,2,13855,422
2072440,GaFeBi,0,1,1030,621
2072629,Rimas,60,1,2055,571
2073786,bilba,80,28,217074,121
2074692,XSilverX,79,25,193732,138
2074914,elchegevara,262,1,5897,481
2075467,Tu+Amo+y+Se%C3%B1or,0,2,6543,473
2075590,borracho,187,1,82,751
2077196,gemelo09,0,1,26,844
2077224,VIPER+VIP,32,92,653124,9
2078371,BSR+Midas,32,10,51083,322
2080079,24hLean,0,0,0,945
2080999,Gterminator,98,8,67776,299
2081223,Estalion7,0,0,0,946
2081698,kalamidad,0,20,122524,220
2082708,Falopita,215,1,1365,603
2083091,jlg13,0,1,62,769
2083451,Pala65,0,4,2486,562
2083507,warzuk,0,1,5069,497
2083572,Tetons,0,1,680,644
2083626,joselitoeldelacalzada,22,1,4289,509
2083788,lauta1216,32,30,239342,104
2084142,-%3DZigfrid%3D-,45,20,78703,284
2084332,Maik,79,36,313147,71
2085527,homer+bailon,0,1,48,783
2085977,Mani20202024,0,1,2286,568
2087044,cantallops,0,0,0,947
2087047,Superfortes,0,1,297,690
2087974,Idunno,38,15,90478,268
2088603,McLeod,0,2,1364,604
2088720,kimchi,38,8,35528,354
2090629,niiehm,22,1,3130,538
2090921,El+Barquero+de+HADES,259,3,5252,491
2090977,fireforce,32,17,153329,186
2091224,remus45,135,3,9051,449
2091936,Manyas+el+Magno,80,55,386447,47
2091948,Manwe,253,10,79654,282
2092837,Anonymus,32,37,257239,95
2093572,Alaviel,0,1,400,677
2093749,ZOILO,0,1,26,845
2095032,Rakna,0,0,0,948
2095168,salvamayor,12,0,0,949
2096365,OJOS+NEGROS,256,1,2987,545
2097219,JesulevK,27,20,145833,193
2097777,Lord+Coton,109,25,160692,175
2098302,FOlcina,2,5,20925,394
2098838,Sir+Soltero,38,8,38511,347
2098940,paparrot,13,29,215817,122
2100260,Berberecho,13,49,416424,41
2102310,Kakatua,98,11,100613,254
2102750,Manchester+pity,32,34,256909,96
2103338,fity,22,4,21090,393
2105233,Muyayin,246,1,1940,574
2106101,Dracius,0,1,26,846
2106363,SrVerde,0,1,26,847
2106421,Inju,74,9,34581,358
2106685,pini314,105,5,11584,432
2106805,pikeras,13,51,379446,50
2108717,chipola,12,1,2391,565
2109652,pepera,0,3,3568,528
2109916,Harald+el+Despiadado,130,1,3459,530
2110005,rikuvv,0,1,1216,610
2110378,comebabas,45,68,547448,20
2110410,jeyvix,13,72,587359,15
2110769,chachi,54,7,51249,320
2111998,HayTabla,135,1,142,732
2112320,Travels,45,18,108561,243
2112596,Pasku2698,0,1,4797,502
2112801,Seak+loko,0,1,26,848
2113353,felix750,0,0,0,950
2113497,Aduka,18,0,0,951
2113522,NIKEF.,105,1,437,674
2113552,LordMunra,0,1,194,714
2113993,What%3F%3F,0,1,137,734
2114237,jiser,12,1,253,700
2114502,henry,0,0,0,952
2114730,%2AFENRIR%2A,248,2,5473,487
2114981,rafaperez17,0,0,0,953
2115680,ArNeville,74,2,15207,412
2115949,BenitoKamelas,45,43,288859,79
2116252,sisiphus2,0,1,26,849
2116604,ElPayet,0,1,26,850
2116739,TheLopez,0,1,31,795
2117033,josue07,0,4,7317,463
2117404,Marianotax,0,0,0,954
2117545,Irene,6,1,1109,616
2117706,Maicolito,79,16,133087,204
2118135,Fajardoo,38,1,2897,547
2118197,berrero,105,6,13013,426
2118605,Baldomero,20,8,45774,333
2119184,Francesco,0,1,224,703
2119597,%2AAmarok%2A,0,1,26,851
2119727,PEKEPOTAMO,0,1,4937,498
2120164,goninho7,0,2,6430,474
2120943,Error+404,45,7,53069,318
2120986,Ravi,0,1,5416,488
2121004,Parchis,197,10,58890,308
2121243,Muzan,0,1,1485,595
2122269,lenttt,13,43,438981,34
2122501,r.agaona,0,1,56,774
2123065,ElMagoBK,215,1,26,852
2123292,moonsitu,0,1,26,853
2124115,COPITO+DE+NIEVE+2,165,1,2815,550
2124403,Paintball,45,39,324025,63
2124681,nandux93,98,15,103136,251
2124832,thewin1111,0,1,50,778
2124912,Alexis1517,0,1,26,854
2125883,moticuco94,0,1,365,683
2125887,frantic23,0,0,0,955
2126048,M+A+T+C+H+A,32,103,596089,12
2126119,peran20,45,32,259359,91
2126186,Rafumao666,38,4,21863,372
2126990,EleCtrA,13,30,168998,165
2127518,Askeladd11,22,1,536,656
2127652,CfluviAA,135,1,80,753
2127978,KanO,80,34,264181,97
2128900,maniac1,0,1,26,855
2129150,cheto,0,1,64,767
2129190,Apeirophobia,45,67,546850,21
2129677,maquina2525,0,1,26,856
2129732,Redinton,0,1,26,857
2129889,leyy,0,1,456,668
2129923,Danukis,39,0,0,956
2130313,Samutmt10,80,14,120924,222
2130355,cbum88,0,1,49,781
2130473,danyel,0,1,1568,590
2130553,larvitar,0,1,26,858
2131314,Cadizbcn,3,1,591,654
2131441,loord+trip,22,2,2804,551
2131448,Tribalito,0,1,3626,526
2131628,SERGIORO,252,4,10380,438
2131767,MaximoRR,258,1,1860,577
2131930,Peones,0,1,4827,500
2132363,joao+alves,45,84,670193,6
2133014,el.risi,0,0,0,957
2133061,Se%C3%B1or+ELTITAN,0,1,986,623
2133112,Se%C3%B1or+SheriffJPG33,248,2,3430,531
2133216,jarabinho,0,0,0,958
2133373,Porrolho,0,1,26,859
2133518,MECOMOUNA,197,5,11153,434
2133866,satrape22,175,0,0,959
2133988,el+eme,0,1,427,673
2134210,Perropatada,0,1,26,860
2135237,gottico,0,1,3046,542
2135634,enrive,0,0,0,960
2135867,Pallete,27,30,204547,131
2135878,foforofo,38,3,13059,425
2135937,Coet,0,1,1529,592
2135995,canono,252,1,314,689
2136021,Iv%C3%A1n+Galicia,0,0,0,961
2136214,1899FCB,13,45,290736,78
2136272,helloda,0,1,42,791
2136273,P4scu84,20,9,32848,363
2136594,Soygroot,0,1,104,745
2136658,Rumi,60,0,0,962
2136708,Fossi+el+Bret%C3%B3n,20,4,12698,429
2136903,KuminArt,0,1,26,861
2137132,Zintzo,248,4,23859,385
2137186,Ramses2015,221,3,12331,430
2137449,SanchonGB+2.0,1,0,0,963
2137823,Testserver,0,1,26,862
2138682,Ricardo+1619,260,1,1126,614
2139142,segiorem,8,13,99560,255
2139741,Egeso,22,1,3375,532
2139794,Kurtu,0,1,273,695
2139905,sastiza007,0,1,494,661
2139908,MannyLincoln,0,1,26,863
2140329,CarlosQueek,0,1,26,864
2140679,St+Aniol,0,1,26,865
2140980,ZODIAK+73,22,6,14917,413
2141578,eeeloy,228,3,6115,478
2141761,Mokte,0,1,162,726
2141813,XXpoleas,0,1,26,866
2141920,Demente,0,1,26,867
2142037,DonPatch10,32,21,160244,177
2142088,Abiel13,0,0,0,964
2142229,KAWS,38,12,76732,289
2142247,enricm19,38,17,111230,239
2142309,Andr%C3%B3meda,232,1,319,688
2142471,MOKURO,0,1,214,704
2142802,javi-jvr,22,1,2396,564
2143367,Olf0rt,80,22,132192,207
2143932,Aquiles,13,30,223862,114
2144292,Pedgaro,80,19,148679,190
